id,created_time,creator_id,modified_time,modifier_id,is_deleted,job_id,job_name,job_group,func_name,func_args,func_kwargs,run_info,run_except_info,run_status,run_time
674,2024-06-06 09:11:00.509140,0,2024-06-06 09:11:00.509140,0,0,,active_sniffer_after_run,,,,,"----------------task_id:active_sniffer_after_run,args:(),kwargs:{}----------------""嗅探器激活成功,当前使用的嗅探器为:http://172.23.0.6:5708""",,1,2024-06-06 09:11:00.425286
675,2024-06-06 09:11:06.615083,0,2024-06-06 09:11:06.615083,0,0,tv_spider,tv源爬虫,setInterval,tasks.tv_spider.main,[],{},爬取直播文件行数:250本次成功写入本地文件tv.txt 本次成功写入本地文件mytv.txt,,1,2024-06-06 09:11:05.000000
676,2024-06-06 10:00:24.479839,0,2024-06-06 10:00:24.479839,0,0,,active_sniffer_after_run,,,,,"----------------task_id:active_sniffer_after_run,args:(),kwargs:{}----------------""嗅探器激活成功,当前使用的嗅探器为:http://172.23.0.6:5708""",,1,2024-06-06 10:00:24.406831
677,2024-06-06 10:00:30.779451,0,2024-06-06 10:00:30.779451,0,0,tv_spider,tv源爬虫,setInterval,tasks.tv_spider.main,[],{},爬取直播文件行数:250本次成功写入本地文件tv.txt 本次成功写入本地文件mytv.txt,,1,2024-06-06 10:00:29.000000
678,2024-06-06 12:00:01.891295,0,2024-06-06 12:00:01.891295,0,0,tv_spider,tv源爬虫,setInterval,tasks.tv_spider.main,[],{},爬取直播文件行数:250本次成功写入本地文件tv.txt 本次成功写入本地文件mytv.txt,,1,2024-06-06 12:00:00.000000
679,2024-06-06 16:00:02.094006,0,2024-06-06 16:00:02.094006,0,0,tv_spider,tv源爬虫,setInterval,tasks.tv_spider.main,[],{},爬取直播文件行数:250本次成功写入本地文件tv.txt 本次成功写入本地文件mytv.txt,,1,2024-06-06 16:00:00.000000
680,2024-06-06 20:00:01.603802,0,2024-06-06 20:00:01.603802,0,0,tv_spider,tv源爬虫,setInterval,tasks.tv_spider.main,[],{},爬取直播文件行数:250本次成功写入本地文件tv.txt 本次成功写入本地文件mytv.txt,,1,2024-06-06 20:00:00.000000
681,2024-06-07 00:00:01.545829,0,2024-06-07 00:00:01.545829,0,0,tv_spider,tv源爬虫,setInterval,tasks.tv_spider.main,[],{},爬取直播文件行数:250本次成功写入本地文件tv.txt 本次成功写入本地文件mytv.txt,,1,2024-06-07 00:00:00.000000
682,2024-06-07 04:00:01.582201,0,2024-06-07 04:00:01.582201,0,0,tv_spider,tv源爬虫,setInterval,tasks.tv_spider.main,[],{},爬取直播文件行数:250本次成功写入本地文件tv.txt 本次成功写入本地文件mytv.txt,,1,2024-06-07 04:00:00.000000
683,2024-06-07 07:00:39.565811,0,2024-06-07 07:00:39.565811,0,0,,active_sniffer_after_run,,,,,"----------------task_id:active_sniffer_after_run,args:(),kwargs:{}----------------""嗅探器激活成功,当前使用的嗅探器为:http://172.23.0.6:5708""",,1,2024-06-07 07:00:39.481346
684,2024-06-07 08:00:01.619733,0,2024-06-07 08:00:01.619733,0,0,tv_spider,tv源爬虫,setInterval,tasks.tv_spider.main,[],{},爬取直播文件行数:250本次成功写入本地文件tv.txt 本次成功写入本地文件mytv.txt,,1,2024-06-07 08:00:00.000000
685,2024-06-07 10:19:36.743334,0,2024-06-07 10:19:36.743334,0,0,,active_sniffer_after_run,,,,,"----------------task_id:active_sniffer_after_run,args:(),kwargs:{}----------------""嗅探器激活成功,当前使用的嗅探器为:http://172.23.0.6:5708""",,1,2024-06-07 10:19:36.658708
686,2024-06-07 10:19:42.750922,0,2024-06-07 10:19:42.750922,0,0,tv_spider,tv源爬虫,setInterval,tasks.tv_spider.main,[],{},爬取直播文件行数:250本次成功写入本地文件tv.txt 本次成功写入本地文件mytv.txt,,1,2024-06-07 10:19:41.000000
687,2024-06-07 12:00:10.332632,0,2024-06-07 12:00:10.332632,0,0,tv_spider,tv源爬虫,setInterval,tasks.tv_spider.main,[],{},爬取直播文件行数:250本次成功写入本地文件tv.txt 本次成功写入本地文件mytv.txt,,1,2024-06-07 12:00:00.000000
